"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1456","공연장","03_06_01_P","3180000","CDFE1230002021000002","2021-10-08","","01","영업/정상","13","영업중","","","","","02-2004-9592","","","서울특별시 영등포구 여의도동 34-8","서울특별시 영등포구 국제금융로8길 16, 신영증권빌딩 1층 (여의도동)","07330","신영체임버홀","2021-10-08 13:18:42","I","2021-10-10 00:22:47","","193644.210676231","446557.559334636","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1457","공연장","03_06_01_P","3130000","CDFE1230002021000011","2021-11-11","","01","영업/정상","13","영업중","","","","","02-705-8743","","","서울특별시 마포구 신수동 1-1 서강대학교","서울특별시 마포구 백범로 35, 2층 (신수동)","04107","메리홀 소극장","2025-12-30 13:32:32","U","2026-01-01 02:40:00","","194564.277152493","449886.700377146","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1458","공연장","03_06_01_P","3130000","CDFE1230002021000010","2021-11-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 377-3 슬로우 로켓(SLOW ROCKET)","서울특별시 마포구 잔다리로 59, 지하1층 (서교동)","04034","가온스테이지","2026-02-03 11:47:31","U","2026-02-06 02:40:00","","192638.934814421","450094.333626199","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1459","공연장","03_06_01_P","3000000","CDFE1230002021000009","2021-11-06","","01","영업/정상","13","영업중","","","","","02-758-2161","","","서울특별시 종로구 동숭동 1-5 서울문화재단 대학로","서울특별시 종로구 동숭길 122, 서울문화재단 대학로 (동숭동)","03084","대학로극장 쿼드","2025-02-03 11:24:03","U","2025-02-05 02:40:00","","200257.115683163","453485.12004217","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1460","공연장","03_06_01_P","5690000","CDFE1230002021000004","2021-12-08","","01","영업/정상","13","영업중","","","","","044-850-8911","","","세종특별자치시 나성동 267 세종 예술의 전당","세종특별자치시 국립박물관로 21, 세종 예술의 전당 (나성동)","30128","세종예술의전당","2025-01-21 17:00:36","U","2025-01-23 02:40:00","","223887.313115956","331744.518189905","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1461","공연장","03_06_01_P","3230000","CDFE1230002025000002","2025-12-26","","01","영업/정상","13","영업중","","","","","02-2147-3560","","","서울특별시 송파구 삼전동 62-2 송파구의회및구민회관","서울특별시 송파구 백제고분로 242, 송파구의회및구민회관 (삼전동)","05584","송파문화예술회관 송파아트홀(3-4층)","2025-12-26 14:11:38","I","2025-12-28 00:20:22","","208181.465614217","444457.86207406","공연장","공연장","","0","","","","문화시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1462","공연장","03_06_01_P","3210000","CDFE1230002025000001","2025-11-10","","01","영업/정상","13","영업중","","","","","02-3399-0777","","","서울특별시 서초구 반포동 1-2","서울특별시 서초구 신반포로19길 6, 5층 (반포동)","06505","서울체임버홀","2025-11-10 09:46:53","I","2025-11-12 00:20:22","","199643.855275674","445057.706925872","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1463","공연장","03_06_01_P","3030000","CDFE1230002025000001","2025-11-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동2가 225-10","서울특별시 성동구 성덕정길 135-1, 지하1층 (성수동2가)","04777","성수소극장","2025-11-06 17:01:28","I","2025-11-08 00:20:01","","205092.350719158","448270.804197558","공연장","공연장","","1","주택가주변","","","","0","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1464","공연장","03_06_01_P","3910000","CDFE1230002025000001","2025-12-17","","01","영업/정상","13","영업중","","","","","031-8053-3500","","","경기도 평택시 고덕동 2688 평택아트센터","경기도 평택시 고덕로 310, 평택아트센터 (고덕동)","18017","평택아트센터(대공연장)","2025-12-17 13:32:56","I","2025-12-19 00:20:11","","","","공연장","공연장","","5","","","","문화시설","4","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1465","공연장","03_06_01_P","3910000","CDFE1230002025000002","2025-12-17","","01","영업/정상","13","영업중","","","","","031-8053-3500","","","경기도 평택시 고덕동 2688 평택아트센터","경기도 평택시 고덕로 310, 평택아트센터 (고덕동)","18017","평택아트센터(소공연장)","2025-12-17 13:36:08","I","2025-12-19 00:20:11","","","","공연장","공연장","","5","","","","문화시설","4","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1466","공연장","03_06_01_P","3000000","CDFE1230002025000004","2025-11-06","","01","영업/정상","13","영업중","","","","","02-1661-6981","","","서울특별시 종로구 혜화동 62-1","서울특별시 종로구 창경궁로35길 26, 지하1층 (혜화동)","03076","미래아트홀","2025-11-06 14:58:27","I","2025-11-08 00:20:01","","200118.064135962","453848.810954655","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1467","공연장","03_06_01_P","3210000","CDFE1230002025000002","2025-12-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 1460-1","서울특별시 서초구 효령로 242, 지하1층 (서초동)","06710","모스크바홀","2025-12-11 17:00:30","I","2025-12-14 00:20:02","","200866.663993277","442383.822532711","공연장","공연장","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1468","공연장","03_06_01_P","3940000","CDFE1230002025000001","2025-12-01","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 대화동 2203 하성프라자","경기도 고양시 일산서구 중앙로 1568, 하성프라자 404호 (대화동)","10381","이앤아이 아트홀","2025-12-01 17:53:49","I","2025-12-03 00:20:39","","177693.645","463804.75","공연장","공연장","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1469","공연장","03_06_01_P","3370000","CDFE1230002023000001","2023-02-28","","01","영업/정상","13","영업중","","","","","051-623-6232","","","부산광역시 연제구 연산동 2121-19","부산광역시 연제구 연수로235번길 7, 2층 (연산동)","47594","효로인디아트홀 소극장","2024-06-04 17:58:08","U","2024-06-08 02:40:00","","390910.782767018","188077.893195104","공연장","공연장","","3","","","","","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1470","공연장","03_06_01_P","5700000","CDFE1230002023000001","2023-03-06","","01","영업/정상","13","영업중","","","","","031-8051-2900","","","경기도 여주시 오학동 47","경기도 여주시 도예로 247 (오학동)","12636","무이숲 스테이지","2023-03-06 11:53:06","I","2023-03-08 00:41:12","","258231.881573701","424308.6510489","공연장","공연장","관리지역","2","기타","","","근린생활시설","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1471","공연장","03_06_01_P","3300000","CDFE1230002023000001","2023-03-09","","01","영업/정상","13","영업중","","","","","051-558-2477","","","부산광역시 동래구 수안동 421-60 우하요양원","부산광역시 동래구 명륜로112번길 60, 우하요양원 지하2층 (수안동)","47813","우하아트홀","2023-03-09 09:26:39","I","2023-03-11 00:41:15","","389899.543061963","191278.393926822","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1472","공연장","03_06_01_P","3000000","CDFE1230002023000001","2023-02-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 동숭동 1-96","서울특별시 종로구 대학로10길 26, 지하1층 (동숭동)","03086","아트하우스","2025-10-02 13:25:00","U","2025-10-05 02:40:00","","200259.173497292","453256.205840375","공연장","공연장","","0","","","","근린생활시설","0","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1473","공연장","03_06_01_P","3530000","CDFE1230002023000001","2023-02-27","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 서창동 687-2","인천광역시 남동구 서창남로 69, 스타프라자 4층 6호 (서창동)","21614","루시드아트홀","2023-02-27 09:06:47","I","2023-03-01 00:41:07","","177684.54789213","435937.136166187","공연장","공연장","일반상업지역","0","주택가주변","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1474","공연장","03_06_01_P","3150000","CDFE1230002023000001","2023-03-22","","01","영업/정상","13","영업중","","","","","02-2657-9713","","","서울특별시 강서구 등촌동 659 램넌트문화센터","서울특별시 강서구 화곡로63길 65, 예원교회 램넌트문화센터 지하1,2층 (등촌동)","07590","스카이아트홀","2023-03-22 09:43:03","I","2023-03-24 00:41:25","","186608.714964021","450644.416649627","공연장","공연장","","0","주택가주변","","","종교시설","0","2","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1475","공연장","03_06_01_P","4940000","CDFE1230002024000002","2024-02-28","","01","영업/정상","13","영업중","","","","","061-470-2292","","","전라남도 영암군 삼호읍 용앙리 259-25 영암군 삼호종합 문화체육센터","전라남도 영암군 삼호읍 방아제로 66, 영암군 삼호종합 문화체육센터","58454","삼호종합문화체육센터 실내체육관","2024-05-20 18:00:02","U","2024-05-22 02:40:00","","151409.287737375","139557.867873519","공연장","공연장","일반상업지역","3","기타","","","체육시설","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1476","공연장","03_06_01_P","3730000","CDFE1230002024000001","2024-02-28","","01","영업/정상","13","영업중","","","","","052-980-2200","","","울산광역시 울주군 온양읍 남창리 29-3","울산광역시 울주군 온양읍 남창1길 13","44974","온양문화복지센터","2025-09-04 09:13:43","U","2025-09-06 02:40:00","","407136.187364727","215705.801386911","공연장","공연장","일반주거지역","4","기타","","","문화시설","3","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1477","공연장","03_06_01_P","3130000","CDFE1230002024000001","2024-02-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 360-19 지하","서울특별시 마포구 와우산로18길 16, 지하층 (서교동)","04067","옥타바리움 라이브홀","2024-02-13 15:54:29","I","2024-02-15 00:15:55","","193204.898870632","449852.007649469","공연장","공연장","","0","","","","","0","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1478","공연장","03_06_01_P","3000000","CDFE1230002024000001","2024-01-23","","01","영업/정상","13","영업중","","","","","02-762-7778","","","서울특별시 종로구 명륜1가 72-3 소석빌딩","서울특별시 종로구 성균관로 48-2, 소석빌딩 지층 (명륜1가)","03069","명륜아트홀","2024-01-23 17:42:30","I","2024-01-25 00:16:23","","199644.106786191","453833.482409091","공연장","공연장","일반주거지역","0","기타","","","근린생활시설","0","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1479","공연장","03_06_01_P","5710000","CDFE1230002024000001","2024-02-03","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 상당구 북문로2가 50-2 타임타워","충청북도 청주시 상당구 사직대로 379, 타임타워 지하1층 (북문로2가)","28543","더 퍼포머 마술극장","2024-07-17 11:06:51","U","2024-07-20 02:40:00","","243697.868113637","348575.505818198","공연장","공연장","","0","","","","","0","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1480","공연장","03_06_01_P","3600000","CDFE1230002024000001","2024-01-26","","01","영업/정상","13","영업중","","","","","","","","광주광역시 서구 풍암동 423-2 0통0반 월드컵경기장","광주광역시 서구 금화로 240, 월드컵경기장 3층 (풍암동)","62048","행복을 주는 가족극장","2024-05-30 13:43:01","U","2024-06-01 02:40:00","","188791.275961965","181590.099672513","공연장","공연장","","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1481","공연장","03_06_01_P","3660000","CDFE1230002003000001","2003-11-24","","01","영업/정상","13","영업중","","","","","610-2012","","302-834","대전광역시 서구 만년동 396번지","대전광역시 서구 둔산대로 135 (만년동)","302-834","대전예술의전당 아트홀","2018-12-28 17:46:42","U","2018-12-30 02:40:00","","234730.196302702","318634.275337881","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1482","공연장","03_06_01_P","3660000","CDFE1230002003000002","2003-11-24","","01","영업/정상","13","영업중","","","","","610-2012","","302-834","대전광역시 서구 만년동 396번지","대전광역시 서구 둔산대로 135 (만년동)","302-834","대전예술의전당 앙상블홀","2018-12-28 17:57:52","U","2018-12-30 02:40:00","","234730.196302702","318634.275337881","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1483","공연장","03_06_01_P","3660000","CDFE1230002004000001","2004-05-08","","01","영업/정상","13","영업중","","","","","042-480-1622","","302-834","대전광역시 서구 만년동 396","대전광역시 서구 둔산대로 201 (만년동)","302-834","대전광역시평송청소년문화센터(소극장)","2022-01-13 10:41:07","U","2022-01-15 02:40:00","","234730.196302702","318634.275337881","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1484","공연장","03_06_01_P","3660000","CDFE1230002004000002","2004-10-13","","01","영업/정상","13","영업중","","","","","042-480-1622","","302-834","대전광역시 서구 만년동 396","대전광역시 서구 둔산대로 201 (만년동)","302-834","대전광역시평송청소년문화센터(대극장)","2022-01-13 10:43:51","U","2022-01-15 02:40:00","","234730.196302702","318634.275337881","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1485","공연장","03_06_01_P","3660000","CDFE1230002016000001","2016-01-07","","01","영업/정상","13","영업중","","","","","482-4463","","","대전광역시 서구 만년동 377 혜지빌딩 3층","대전광역시 서구 둔산대로117번길 22, 3층 (만년동, 혜지빌딩)","35203","아트 브릿지(Art Bridge)","2022-10-20 15:46:01","U","2022-10-22 02:40:00","","234261.287053382","318410.406692657","공연장","공연장","준주거지역","9","기타","","","근린생활시설","7","2","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1486","공연장","03_06_01_P","3660000","CDFE1230002016000002","2016-01-26","","01","영업/정상","13","영업중","","","","","042-537-9447","","","대전광역시 서구 갈마동 1434 지하 2층","대전광역시 서구 대덕대로162번길 11 (갈마동)","35265","인터플레이","2022-06-30 18:22:42","U","2022-07-02 02:40:00","","233744.06940534","316346.632249858","공연장","공연장","","0","","","","","0","2","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1487","공연장","03_06_01_P","5340000","CDFE1230002002000001","2002-03-11","","01","영업/정상","13","영업중","","","","","055-832-9710","","","경상남도 사천시 동림동 190","경상남도 사천시 삼천포대교로 471 (동림동, 사천시문화예술회관)","52553","사천시문화예술회관 대공연장","2022-08-25 10:21:17","U","2022-08-27 02:40:00","","298182.153474197","160640.066361742","공연장","공연장","자연녹지지역","5","기타","","","문화시설","3","2","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1488","공연장","03_06_01_P","5340000","CDFE1230002002000002","2002-03-11","","01","영업/정상","13","영업중","","","","","055-832-9710","","","경상남도 사천시 동림동 190","경상남도 사천시 삼천포대교로 471 (동림동, 사천시문화예술회관)","52553","사천시문화예술회관 소공연장","2022-08-25 10:21:31","U","2022-08-27 02:40:00","","298182.153474197","160640.066361742","공연장","공연장","자연녹지지역","5","기타","","","문화시설","3","2","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1489","공연장","03_06_01_P","5340000","CDFE1230002012000001","2012-01-02","","01","영업/정상","13","영업중","","","","","055-835-0172","","664-040","경상남도 사천시 대방동 765-3번지","경상남도 사천시 유람선길 70 (대방동)","664-040","한려수도호","2017-06-19 17:50:37","I","2018-08-31 23:59:59","","297036.74286167","159441.717394001","공연장","공연장","","3","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1490","공연장","03_06_01_P","5340000","CDFE1230002012000002","2012-01-02","","01","영업/정상","13","영업중","","","","","055-835-0172","","664-040","경상남도 사천시 대방동 765-3번지","경상남도 사천시 유람선길 70 (대방동)","664-040","훼밀리호","2017-06-19 17:50:58","I","2018-08-31 23:59:59","","297036.74286167","159441.717394001","공연장","공연장","","3","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1491","공연장","03_06_01_P","5340000","CDFE1230002017000001","2017-07-18","","01","영업/정상","13","영업중","","","","","","","","경상남도 사천시 실안동 1244-2번지","","","사천세계문화콘텐츠 상설공연장","2017-07-18 16:31:49","I","2018-08-31 23:59:59","","294932.255617695","161104.56603278","공연장","공연장","","1","기타","","","","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1492","공연장","03_06_01_P","5420000","CDFE1230002012000001","2012-06-28","","01","영업/정상","13","영업중","","","","","670-5841","","638-816","경상남도 고성군 고성읍 기월리 83-10번지","경상남도 고성군 고성읍 송학고분로 193","638-816","고성군문화체육센터공연장","2019-07-08 11:06:15","U","2019-07-10 02:40:00","","319750.794148206","165492.976061079","공연장","공연장","생산녹지지역","3","기타","","","체육시설","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1493","공연장","03_06_01_P","5370000","CDFE1230002003000001","2003-01-01","","01","영업/정상","13","영업중","","","","","055-687-7223","","656-905","경상남도 거제시 옥포동 1670번지","경상남도 거제시 서간도길 78 (옥포동)","","옥포극장","2014-04-04 13:56:50","I","2018-08-31 23:59:59","","354206.165307501","155934.649172341","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1494","공연장","03_06_01_P","5370000","CDFE1230002003000003","2003-11-17","","01","영업/정상","13","영업중","","","","","055-680-1000","","656-910","경상남도 거제시 장승포동 426-33","경상남도 거제시 장승로 145 (장승포동)","","거제문화예술회관 대극장","2024-11-27 14:21:48","U","2024-11-29 02:40:00","","357535.771345612","153402.311193075","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1495","공연장","03_06_01_P","5370000","CDFE1230002003000004","2003-06-04","","01","영업/정상","13","영업중","","","","","055-639-8161","","656-815","경상남도 거제시 고현동 767","경상남도 거제시 계룡로 175 (고현동)","656-931","거제시청소년수련관 공연장","2021-08-11 10:18:05","U","2021-08-13 02:40:00","","347926.669737712","155208.770667964","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1496","공연장","03_06_01_P","5370000","CDFE1230002003000005","2003-11-15","","01","영업/정상","13","영업중","","","","","055-680-1000","","656-910","경상남도 거제시 장승포동 426-33","경상남도 거제시 장승로 145 (장승포동)","656-910","거제문화예술회관 소극장","2025-11-26 10:24:54","U","2025-11-28 02:40:00","","357535.771345612","153402.311193075","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1497","공연장","03_06_01_P","5460000","CDFE1230002011000001","2011-11-15","","01","영업/정상","13","영업중","","","","","055-960-6710","","676-801","경상남도 함양군 함양읍 교산리 1044","경상남도 함양군 함양읍 필봉산길 55","676-801","함양예술회관대공연장","2022-08-29 16:26:44","U","2022-08-31 02:40:00","","265452.575027312","225217.779560347","공연장","공연장","자연녹지지역","4","학교정화(상대)","","","문화시설","3","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1498","공연장","03_06_01_P","5460000","CDFE1230002015000001","2015-03-06","","01","영업/정상","13","영업중","","","","","055-960-6710","","676-801","경상남도 함양군 함양읍 교산리 1044","경상남도 함양군 함양읍 필봉산길 55","676-801","함양문화예술회관 소공연장","2022-08-29 16:35:03","U","2022-08-31 02:40:00","","265452.575027312","225217.779560347","공연장","공연장","","4","","","","문화시설","3","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1499","공연장","03_06_01_P","5330000","CDFE1230002014000002","2014-05-13","","01","영업/정상","13","영업중","","","","","055-645-0400","","650-150","경상남도 통영시 도남동 1","경상남도 통영시 큰발개1길 38 (도남동)","650-150","통영국제음악당(블랙박스)","2022-05-25 10:47:57","U","2022-05-27 02:40:00","","331636.179691959","148440.733992354","공연장","공연장","근린상업지역","5","기타","","","문화시설","5","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1500","공연장","03_06_01_P","5310000","CDFE1230002003000001","2003-03-08","","01","영업/정상","13","영업중","","","","","055-254-4432","","660-988","경상남도 진주시 칠암동 500-15","경상남도 진주시 강남로 215 (칠암동)","660-988","경상남도 문화예술회관 대공연장","2025-05-28 10:29:41","U","2025-05-30 02:40:00","","299394.613432087","188049.96426357","공연장","공연장","","4","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1501","공연장","03_06_01_P","5310000","CDFE1230002003000003","2003-03-08","","01","영업/정상","13","영업중","","","","","055-749-7919","","","경상남도 진주시 판문동 477-2","경상남도 진주시 남강로1번길 96-8 (판문동)","52648","진주시 전통예술회관 공연장","2023-04-26 19:28:48","U","2023-04-29 02:40:00","","294381.617525785","186801.964652238","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1502","공연장","03_06_01_P","5310000","CDFE1230002007000001","2007-09-20","","01","영업/정상","13","영업중","","","","","055-746-7411","","660-150","경상남도 진주시 동성동 5-5","경상남도 진주시 진주대로 1038 (동성동)","660-150","현장아트홀","2020-09-08 16:15:26","U","2020-09-10 02:40:00","","298742.85351531","188659.553967238","공연장","공연장","일반상업지역","4","기타","","","문화시설","4","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1503","공연장","03_06_01_P","5310000","CDFE1230002016000001","2016-02-04","","01","영업/정상","13","영업중","","","","","","","","경상남도 진주시 내동면 470-1","경상남도 진주시 내동면 내동로 213","52849","VK아트홀","2022-02-03 17:31:44","U","2022-02-05 02:40:00","","299178.404925149","184164.887335622","공연장","공연장","근린상업지역","1","기타","","","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1504","공연장","03_06_01_P","5310000","CDFE1230002018000001","2018-03-15","","01","영업/정상","13","영업중","","","","","","","","경상남도 진주시 대안동 20-9","경상남도 진주시 진양호로531번길 3, 3층 (대안동)","52684","날개","2025-05-20 17:22:41","U","2025-05-22 02:40:00","","298593.401924609","188738.227560962","공연장","공연장","일반상업지역","4","","","","근린생활시설","4","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1505","공연장","03_06_01_P","5330000","CDFE1230002014000003","2014-05-13","","01","영업/정상","13","영업중","","","","","055-645-0400","","650-150","경상남도 통영시 도남동 1","경상남도 통영시 큰발개1길 38 (도남동)","650-150","통영국제음악당(콘서트홀)","2022-05-25 10:48:14","U","2022-05-27 02:40:00","","331636.179691959","148440.733992354","공연장","공연장","근린상업지역","5","기타","","","문화시설","5","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1506","공연장","03_06_01_P","5350000","CDFE1230002004000003","2004-10-06","","01","영업/정상","13","영업중","","","","","055-330-4581","","621-909","경상남도 김해시 삼방동 192","경상남도 김해시 활천로285번길 14 (삼방동)","","칠암도서관 공연장","2026-01-19 08:41:01","U","2026-01-21 02:40:00","","373796.874183018","195588.184118392","공연장","공연장","자연녹지지역","5","주택가주변","","","근린생활시설","4","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1507","공연장","03_06_01_P","5380000","CDFE1230002003000001","2003-04-23","","01","영업/정상","13","영업중","","","","","055-379-8550","","626-010","경상남도 양산시 남부동 874-1","경상남도 양산시 중앙로 39-1 (남부동)","","양산문화예술회관","2025-08-11 16:52:36","U","2025-08-13 02:40:00","","385103.746718875","205719.072567576","공연장","공연장","일반주거지역","4","","","","문화시설","3","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1508","공연장","03_06_01_P","5380000","CDFE1230002007000001","2007-01-30","","01","영업/정상","13","영업중","","","","","","","626-010","경상남도 양산시 남부동 874-1","경상남도 양산시 중앙로 39-1 (남부동)","","양산문화예술회관 야외공연장","2025-08-11 16:43:53","U","2025-08-13 02:40:00","","385103.746718875","205719.072567576","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1509","공연장","03_06_01_P","5350000","CDFE1230002004000004","2004-10-06","","01","영업/정상","13","영업중","","","","","055-330-7455","","","경상남도 김해시 대청동 299 장유도서관","경상남도 김해시 대청로176번길 7, 장유도서관 (대청동)","51004","장유도서관 공연장","2024-09-09 18:47:59","U","2024-09-11 02:40:00","","363735.578897815","189530.070879078","공연장","공연장","근린상업지역","4","기타","","","근린생활시설","3","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1510","공연장","03_06_01_P","5350000","CDFE1230002004000005","2004-10-06","","01","영업/정상","13","영업중","","","","","","","621-922","경상남도 김해시 외동 1261-4","경상남도 김해시 분성로 225 (외동)","","김해문화원","2023-05-22 09:40:45","U","2023-05-24 02:40:00","","370227.581253951","194087.189819038","공연장","공연장","일반주거지역","3","주택가주변","","","문화시설","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1511","공연장","03_06_01_P","5350000","CDFE1230002006000001","2006-02-01","","01","영업/정상","13","영업중","","","","","055-320-1234","","","경상남도 김해시 내동 1131","경상남도 김해시 김해대로 2060 (내동, 김해문화의전당)","50943","김해문화의전당 마루홀","2024-10-28 16:35:32","U","2024-10-30 02:40:00","","370129.704842204","195420.118134993","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1512","공연장","03_06_01_P","5350000","CDFE1230002007000001","2007-06-26","","01","영업/정상","13","영업중","","","","","055-320-1234","","","경상남도 김해시 내동 1131","경상남도 김해시 김해대로 2060 (내동, 김해문화의전당)","50943","김해문화의전당 누리홀","2024-10-29 11:03:12","U","2024-10-31 02:40:00","","370129.704842204","195420.118134993","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1513","공연장","03_06_01_P","5350000","CDFE1230002007000002","2007-06-26","","01","영업/정상","13","영업중","","","","","055-320-1234","","","경상남도 김해시 내동 1131","경상남도 김해시 김해대로 2060, 1층 (내동, 김해문화의전당)","50943","김해문화의전당 애두름마당","2024-10-28 14:46:42","U","2024-10-30 02:40:00","","370129.704842204","195420.118134993","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
